distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,Liter,Cost by Type of Gas
28.0,5.0,26,21.93491124260355,12,E10,0,0,0,140.0,193.2
12.0,4.816326530612245,30,21.93491124260355,13,E10,0,0,0,57.79591836734694,79.75836734693877
19.596153846153847,4.816326530612245,38,21.93491124260355,15,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,36,21.93491124260355,14,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,46,21.93491124260355,15,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,50,21.93491124260355,10,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,43,21.93491124260355,11,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,5.0,40,21.93491124260355,6,E10,0,0,0,97.98076923076923,135.21346153846153
19.596153846153847,4.816326530612245,26,21.93491124260355,4,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,30,21.93491124260355,9,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,42,21.93491124260355,4,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,38,21.93491124260355,0,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,59,21.93491124260355,10,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,58,21.93491124260355,12,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,46,21.93491124260355,11,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,24,21.93491124260355,5,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,36,21.93491124260355,3,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,32,21.93491124260355,3,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,39,21.93491124260355,8,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,40,21.93491124260355,4,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,32,21.93491124260355,3,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,38,21.93491124260355,1,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,37,21.93491124260355,1,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,36,21.93491124260355,1,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,62,21.93491124260355,6,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,57,21.93491124260355,9,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,21,21.93491124260355,2,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,28,21.93491124260355,3,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,29,21.93491124260355,1,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,35,21.93491124260355,4,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,51,21.93491124260355,11,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,5.0,29,21.93491124260355,10,E10,0,0,0,97.98076923076923,135.21346153846153
19.596153846153847,4.816326530612245,58,21.93491124260355,8,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,40,21.93491124260355,7,E10,0,0,0,94.38147566718996,130.24643642072215
19.0,4.816326530612245,36,21.93491124260355,7,E10,0,0,0,91.51020408163265,126.28408163265304
19.596153846153847,4.816326530612245,36,21.93491124260355,8,E10,0,0,0,94.38147566718996,130.24643642072215
20.0,4.816326530612245,37,21.93491124260355,4,E10,0,0,0,96.3265306122449,132.93061224489796
19.596153846153847,4.816326530612245,26,21.93491124260355,6,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,23,21.93491124260355,9,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,58,21.93491124260355,7,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.0,55,21.93491124260355,7,E10,1,1,0,78.38461538461539,108.17076923076922
19.596153846153847,5.0,29,21.93491124260355,7,E10,1,0,0,97.98076923076923,135.21346153846153
19.596153846153847,4.816326530612245,37,21.93491124260355,6,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,44,21.93491124260355,7,E10,0,0,0,94.38147566718996,130.24643642072215
19.596153846153847,4.816326530612245,32,21.93491124260355,7,SP98,0,0,0,94.38147566718996,137.79695447409733
2.0,4.816326530612245,21,21.93491124260355,4,SP98,0,0,0,9.63265306122449,14.063673469387755
19.596153846153847,4.816326530612245,32,21.93491124260355,7,SP98,0,0,0,94.38147566718996,137.79695447409733
16.0,4.816326530612245,25,21.93491124260355,8,SP98,0,0,0,77.06122448979592,112.50938775510204
19.596153846153847,4.816326530612245,25,21.93491124260355,11,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,36,21.93491124260355,10,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,29,21.93491124260355,5,SP98,0,1,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,63,21.93491124260355,6,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,61,21.93491124260355,7,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,46,21.93491124260355,6,SP98,0,1,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,28,21.93491124260355,8,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,82,21.93491124260355,3,SP98,0,1,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,24,21.93491124260355,7,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,61,21.93491124260355,8,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,57,21.93491124260355,8,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,52,21.93491124260355,8,SP98,0,1,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,18,21.93491124260355,9,SP98,1,1,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,23,21.93491124260355,9,SP98,1,1,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,24,21.93491124260355,6,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,26,21.93491124260355,6,SP98,0,0,0,94.38147566718996,137.79695447409733
19.596153846153847,4.816326530612245,24,21.93491124260355,7,SP98,0,0,0,94.38147566718996,137.79695447409733
